Price_Month,Model,Benchmark_MSRP_USD,Model_Price_Min_USD,Model_Price_Max_USD,Price_Variation_Factor,Price_Source
2022-02-01,X3,48621.16,45703.89,54455.7,1.07887,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,X3,49296.15,46338.38,55211.68,1.09385,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,X3,48625.11,45707.61,54460.13,1.07896,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,X3,49664.31,46684.45,55624.03,1.10202,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,X3,48922.79,45987.42,54793.52,1.08556,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,X3,48886.7,45953.5,54753.1,1.08476,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,X3,48905.54,45971.2,54774.2,1.08518,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,X3,48910.85,45976.2,54780.15,1.0853,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,X3,48813.67,45884.85,54671.31,1.08314,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,X3,48818.29,45889.19,54676.48,1.08325,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,X3,48829.04,45899.3,54688.53,1.08348,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,X3,50132.96,47124.98,56148.91,1.07524,BMW official MSRP anchors + simulated monthly market variation
2023-02-01,X3,50067.19,47063.16,56075.25,1.07383,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,X3,49426.01,46460.45,55357.13,1.06008,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,X3,49622.66,46645.3,55577.38,1.06429,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,X3,49064.43,46120.56,54952.16,1.05232,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,X3,49638.49,46660.19,55595.11,1.06463,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,X3,49819.3,46830.15,55797.62,1.06851,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,X3,49672.08,46691.75,55632.73,1.06535,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,X3,49565.13,46591.22,55512.94,1.06306,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,X3,49760.13,46774.52,55731.35,1.06724,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,X3,50037.44,47035.19,56041.93,1.07319,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,X3,49366.92,46404.91,55290.95,1.05881,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,X3,51528.37,48436.67,57711.77,1.06942,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,X3,51804.39,48696.13,58020.92,1.07515,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,X3,51528.35,48436.65,57711.76,1.06942,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,X3,51524.5,48433.03,57707.45,1.06934,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,X3,51804.08,48695.83,58020.57,1.07515,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,X3,51622.74,48525.37,57817.46,1.07138,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,X3,51790.29,48682.87,58005.12,1.07486,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,X3,52405.14,49260.84,58693.76,1.08762,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,X3,51307.43,48228.98,57464.32,1.06484,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,X3,51190.52,48119.09,57333.39,1.06241,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,X3,51453.64,48366.43,57628.08,1.06787,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,X3,51905.13,48790.82,58133.75,1.07724,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,X3,53686.72,50465.52,60129.12,1.07931,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,X3,53985.31,50746.2,60463.55,1.08531,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,X3,53483.02,50274.04,59900.98,1.07522,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,X3,53720.37,50497.15,60166.82,1.07999,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,X3,53625.71,50408.17,60060.8,1.07808,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,X3,53366.59,50164.6,59770.58,1.07288,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,X3,53509.69,50299.11,59930.86,1.07575,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,X3,53726.0,50502.44,60173.12,1.0801,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,X3,53578.81,50364.08,60008.27,1.07714,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,X3,53922.73,50687.37,60393.46,1.08406,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,X3,53146.28,49957.5,59523.84,1.06845,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,X3,54046.62,50803.82,60532.21,1.08655,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,X3,55705.09,52362.79,62389.7,1.08587,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,X3,56516.99,53125.97,63299.03,1.1017,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,X3,56082.46,52717.51,62812.36,1.09323,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,X3,56460.38,53072.75,63235.62,1.10059,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,X3,56034.55,52672.48,62758.7,1.09229,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,X3,55825.25,52475.73,62524.28,1.08821,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,X3,56014.45,52653.59,62736.19,1.0919,BMW official MSRP anchors + simulated monthly market variation
2015-01-01,X5,54410.81,51146.16,60940.1,0.99199,BMW official MSRP anchors + simulated monthly market variation
2015-02-01,X5,55494.13,52164.48,62153.42,1.01174,BMW official MSRP anchors + simulated monthly market variation
2015-03-01,X5,55056.0,51752.64,61662.73,1.00376,BMW official MSRP anchors + simulated monthly market variation
2015-04-01,X5,54954.3,51657.04,61548.82,1.0019,BMW official MSRP anchors + simulated monthly market variation
2015-05-01,X5,55121.01,51813.75,61735.53,1.00494,BMW official MSRP anchors + simulated monthly market variation
2015-06-01,X5,54102.24,50856.11,60594.51,0.98637,BMW official MSRP anchors + simulated monthly market variation
2015-07-01,X5,55776.5,52429.91,62469.68,1.01689,BMW official MSRP anchors + simulated monthly market variation
2015-08-01,X5,54649.98,51370.98,61207.97,0.99635,BMW official MSRP anchors + simulated monthly market variation
2015-09-01,X5,55403.72,52079.5,62052.17,1.0101,BMW official MSRP anchors + simulated monthly market variation
2015-10-01,X5,54341.19,51080.72,60862.13,0.99072,BMW official MSRP anchors + simulated monthly market variation
2015-11-01,X5,54753.13,51467.95,61323.51,0.99823,BMW official MSRP anchors + simulated monthly market variation
2015-12-01,X5,54944.01,51647.36,61537.29,1.00171,BMW official MSRP anchors + simulated monthly market variation
2016-01-01,X5,56760.66,53355.02,63571.94,1.01977,BMW official MSRP anchors + simulated monthly market variation
2016-02-01,X5,56256.49,52881.11,63007.27,1.01072,BMW official MSRP anchors + simulated monthly market variation
2016-03-01,X5,56014.89,52653.99,62736.67,1.00638,BMW official MSRP anchors + simulated monthly market variation
2016-04-01,X5,55862.31,52510.57,62565.79,1.00363,BMW official MSRP anchors + simulated monthly market variation
2016-05-01,X5,56472.32,53083.98,63248.99,1.01459,BMW official MSRP anchors + simulated monthly market variation
2016-06-01,X5,56687.43,53286.19,63489.93,1.01846,BMW official MSRP anchors + simulated monthly market variation
2016-07-01,X5,56512.55,53121.79,63294.05,1.01532,BMW official MSRP anchors + simulated monthly market variation
2016-08-01,X5,55450.04,52123.03,62104.04,0.99623,BMW official MSRP anchors + simulated monthly market variation
2016-09-01,X5,55697.6,52355.74,62381.31,1.00068,BMW official MSRP anchors + simulated monthly market variation
2016-10-01,X5,56181.98,52811.06,62923.82,1.00938,BMW official MSRP anchors + simulated monthly market variation
2016-11-01,X5,55646.35,52307.57,62323.91,0.99975,BMW official MSRP anchors + simulated monthly market variation
2016-12-01,X5,56813.2,53404.41,63630.79,1.02072,BMW official MSRP anchors + simulated monthly market variation
2017-01-01,X5,56935.88,53519.72,63768.18,1.00825,BMW official MSRP anchors + simulated monthly market variation
2017-02-01,X5,57381.54,53938.65,64267.32,1.01614,BMW official MSRP anchors + simulated monthly market variation
2017-03-01,X5,57459.92,54012.32,64355.11,1.01753,BMW official MSRP anchors + simulated monthly market variation
2017-04-01,X5,57509.56,54058.98,64410.71,1.01841,BMW official MSRP anchors + simulated monthly market variation
2017-05-01,X5,57345.87,53905.12,64227.38,1.01551,BMW official MSRP anchors + simulated monthly market variation
2017-06-01,X5,57851.06,54380.0,64793.19,1.02446,BMW official MSRP anchors + simulated monthly market variation
2017-07-01,X5,56352.99,52971.82,63115.35,0.99793,BMW official MSRP anchors + simulated monthly market variation
2017-08-01,X5,56059.22,52695.66,62786.32,0.99273,BMW official MSRP anchors + simulated monthly market variation
2017-09-01,X5,56926.17,53510.6,63757.31,1.00808,BMW official MSRP anchors + simulated monthly market variation
2017-10-01,X5,56539.4,53147.04,63324.13,1.00123,BMW official MSRP anchors + simulated monthly market variation
2017-11-01,X5,57743.77,54279.15,64673.02,1.02256,BMW official MSRP anchors + simulated monthly market variation
2017-12-01,X5,56252.46,52877.31,63002.76,0.99615,BMW official MSRP anchors + simulated monthly market variation
2018-01-01,X5,58562.59,55048.83,65590.1,1.02239,BMW official MSRP anchors + simulated monthly market variation
2018-02-01,X5,58285.24,54788.13,65279.47,1.01755,BMW official MSRP anchors + simulated monthly market variation
2018-03-01,X5,58777.05,55250.43,65830.3,1.02614,BMW official MSRP anchors + simulated monthly market variation
2018-04-01,X5,57916.33,54441.35,64866.29,1.01111,BMW official MSRP anchors + simulated monthly market variation
2018-05-01,X5,58050.95,54567.89,65017.07,1.01346,BMW official MSRP anchors + simulated monthly market variation
2018-06-01,X5,58717.24,55194.21,65763.31,1.02509,BMW official MSRP anchors + simulated monthly market variation
2018-07-01,X5,58346.49,54845.7,65348.07,1.01862,BMW official MSRP anchors + simulated monthly market variation
2018-08-01,X5,58984.75,55445.66,66062.92,1.02976,BMW official MSRP anchors + simulated monthly market variation
2018-09-01,X5,58648.74,55129.81,65686.59,1.0239,BMW official MSRP anchors + simulated monthly market variation
2018-10-01,X5,58998.14,55458.25,66077.91,1.03,BMW official MSRP anchors + simulated monthly market variation
2018-11-01,X5,59272.02,55715.7,66384.66,1.03478,BMW official MSRP anchors + simulated monthly market variation
2018-12-01,X5,58056.36,54572.98,65023.12,1.01355,BMW official MSRP anchors + simulated monthly market variation
2019-01-01,X5,59760.92,56175.27,66932.24,1.02876,BMW official MSRP anchors + simulated monthly market variation
2019-02-01,X5,60038.06,56435.77,67242.62,1.03354,BMW official MSRP anchors + simulated monthly market variation
2019-03-01,X5,59189.48,55638.11,66292.21,1.01893,BMW official MSRP anchors + simulated monthly market variation
2019-04-01,X5,60044.24,56441.59,67249.55,1.03364,BMW official MSRP anchors + simulated monthly market variation
2019-05-01,X5,60507.09,56876.67,67767.94,1.04161,BMW official MSRP anchors + simulated monthly market variation
2019-06-01,X5,58919.79,55384.6,65990.17,1.01428,BMW official MSRP anchors + simulated monthly market variation
2019-07-01,X5,59780.98,56194.12,66954.69,1.02911,BMW official MSRP anchors + simulated monthly market variation
2019-08-01,X5,60625.48,56987.95,67900.54,1.04365,BMW official MSRP anchors + simulated monthly market variation
2019-09-01,X5,59627.58,56049.92,66782.89,1.02647,BMW official MSRP anchors + simulated monthly market variation
2019-10-01,X5,61204.16,57531.91,68548.66,1.05361,BMW official MSRP anchors + simulated monthly market variation
2019-11-01,X5,59971.03,56372.77,67167.56,1.03238,BMW official MSRP anchors + simulated monthly market variation
2019-12-01,X5,60596.61,56960.81,67868.2,1.04315,BMW official MSRP anchors + simulated monthly market variation
2020-01-01,X5,62185.86,58454.71,69648.16,1.05579,BMW official MSRP anchors + simulated monthly market variation
2020-02-01,X5,62063.22,58339.43,69510.81,1.0537,BMW official MSRP anchors + simulated monthly market variation
2020-03-01,X5,62275.64,58539.1,69748.71,1.05731,BMW official MSRP anchors + simulated monthly market variation
2020-04-01,X5,62316.77,58577.77,69794.79,1.05801,BMW official MSRP anchors + simulated monthly market variation
2020-05-01,X5,61418.36,57733.26,68788.56,1.04276,BMW official MSRP anchors + simulated monthly market variation
2020-06-01,X5,63385.39,59582.26,70991.63,1.07615,BMW official MSRP anchors + simulated monthly market variation
2020-07-01,X5,62584.29,58829.23,70094.4,1.06255,BMW official MSRP anchors + simulated monthly market variation
2020-08-01,X5,62273.41,58537.0,69746.21,1.05727,BMW official MSRP anchors + simulated monthly market variation
2020-09-01,X5,62090.31,58364.9,69541.15,1.05416,BMW official MSRP anchors + simulated monthly market variation
2020-10-01,X5,62879.22,59106.46,70424.72,1.06756,BMW official MSRP anchors + simulated monthly market variation
2020-11-01,X5,61328.82,57649.09,68688.28,1.04124,BMW official MSRP anchors + simulated monthly market variation
2020-12-01,X5,62269.92,58533.73,69742.31,1.05721,BMW official MSRP anchors + simulated monthly market variation
2021-01-01,X5,65562.73,61628.97,73430.26,1.08428,BMW official MSRP anchors + simulated monthly market variation
2021-02-01,X5,66608.39,62611.89,74601.4,1.10157,BMW official MSRP anchors + simulated monthly market variation
2021-03-01,X5,64933.16,61037.17,72725.14,1.07387,BMW official MSRP anchors + simulated monthly market variation
2021-04-01,X5,65421.4,61496.12,73271.97,1.08194,BMW official MSRP anchors + simulated monthly market variation
2021-05-01,X5,65578.41,61643.71,73447.82,1.08454,BMW official MSRP anchors + simulated monthly market variation
2021-06-01,X5,65781.73,61834.82,73675.53,1.0879,BMW official MSRP anchors + simulated monthly market variation
2021-07-01,X5,65534.87,61602.78,73399.06,1.08382,BMW official MSRP anchors + simulated monthly market variation
2021-08-01,X5,65655.53,61716.2,73534.19,1.08581,BMW official MSRP anchors + simulated monthly market variation
2021-09-01,X5,64865.83,60973.88,72649.73,1.07275,BMW official MSRP anchors + simulated monthly market variation
2021-10-01,X5,65694.78,61753.1,73578.16,1.08646,BMW official MSRP anchors + simulated monthly market variation
2021-11-01,X5,65443.24,61516.64,73296.43,1.0823,BMW official MSRP anchors + simulated monthly market variation
2021-12-01,X5,65841.69,61891.18,73742.69,1.08889,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,X5,67516.21,63465.24,75618.16,1.08839,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,X5,66591.86,62596.35,74582.88,1.07349,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,X5,66895.19,62881.48,74922.62,1.07837,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,X5,66331.96,62352.04,74291.8,1.0693,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,X5,66352.56,62371.41,74314.87,1.06963,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,X5,66306.9,62328.49,74263.73,1.06889,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,X5,67160.74,63131.1,75220.03,1.08266,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,X5,67374.17,63331.72,75459.07,1.0861,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,X5,66839.8,62829.41,74860.57,1.07748,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,X5,67143.4,63114.8,75200.61,1.08238,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,X5,67051.96,63028.84,75098.19,1.0809,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,X5,66107.78,62141.31,74040.71,1.06568,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,X5,67201.91,63169.8,75266.14,1.05663,BMW official MSRP anchors + simulated monthly market variation
2023-02-01,X5,67901.02,63826.96,76049.14,1.06763,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,X5,67557.56,63504.1,75664.46,1.06223,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,X5,67722.33,63658.99,75849.01,1.06482,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,X5,68173.04,64082.66,76353.8,1.0719,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,X5,67933.39,63857.39,76085.4,1.06814,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,X5,66251.57,62276.47,74201.75,1.04169,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,X5,67641.84,63583.33,75758.86,1.06355,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,X5,67279.5,63242.73,75353.04,1.05785,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,X5,67000.48,62980.45,75040.54,1.05347,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,X5,67761.85,63696.14,75893.27,1.06544,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,X5,67647.5,63588.65,75765.2,1.06364,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,X5,70475.2,66246.69,78932.23,1.08146,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,X5,69490.97,65321.51,77829.89,1.06636,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,X5,70713.88,66471.05,79199.55,1.08512,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,X5,70522.97,66291.59,78985.73,1.08219,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,X5,69513.43,65342.62,77855.04,1.0667,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,X5,70548.42,66315.52,79014.23,1.08258,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,X5,68937.54,64801.29,77210.04,1.05787,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,X5,69302.92,65144.75,77619.27,1.06347,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,X5,70775.94,66529.38,79269.05,1.08608,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,X5,69906.33,65711.95,78295.08,1.07273,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,X5,69497.05,65327.22,77836.69,1.06645,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,X5,69547.81,65374.94,77893.55,1.06723,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,X5,71453.4,67166.2,80027.81,1.07073,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,X5,72821.75,68452.44,81560.36,1.09123,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,X5,72947.14,68570.31,81700.8,1.09311,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,X5,72440.6,68094.16,81133.47,1.08552,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,X5,72118.06,67790.98,80772.23,1.08069,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,X5,73050.62,68667.58,81816.7,1.09466,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,X5,71731.06,67427.19,80338.78,1.07489,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,X5,71994.71,67675.03,80634.08,1.07884,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,X5,71969.65,67651.47,80606.01,1.07847,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,X5,72790.7,68423.26,81525.59,1.09077,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,X5,72734.95,68370.86,81463.15,1.08993,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,X5,72073.07,67748.68,80721.84,1.08002,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,X5,73964.54,69526.67,82840.29,1.08294,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,X5,74186.87,69735.66,83089.3,1.08619,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,X5,74057.58,69614.13,82944.49,1.0843,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,X5,73833.53,69403.52,82693.55,1.08102,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,X5,73873.83,69441.4,82738.69,1.08161,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,X5,74470.48,70002.25,83406.93,1.09034,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,X5,74872.23,70379.9,83856.9,1.09623,BMW official MSRP anchors + simulated monthly market variation
2019-01-01,X7,75325.96,70806.4,84365.07,1.0193,BMW official MSRP anchors + simulated monthly market variation
2019-02-01,X7,76523.9,71932.46,85706.76,1.03551,BMW official MSRP anchors + simulated monthly market variation
2019-03-01,X7,76429.95,71844.15,85601.54,1.03423,BMW official MSRP anchors + simulated monthly market variation
2019-04-01,X7,76373.17,71790.78,85537.95,1.03347,BMW official MSRP anchors + simulated monthly market variation
2019-05-01,X7,77423.84,72778.41,86714.7,1.04768,BMW official MSRP anchors + simulated monthly market variation
2019-06-01,X7,76141.95,71573.43,85278.98,1.03034,BMW official MSRP anchors + simulated monthly market variation
2019-07-01,X7,76432.55,71846.6,85604.46,1.03427,BMW official MSRP anchors + simulated monthly market variation
2019-08-01,X7,76580.96,71986.1,85770.68,1.03628,BMW official MSRP anchors + simulated monthly market variation
2019-09-01,X7,76280.88,71704.03,85434.59,1.03222,BMW official MSRP anchors + simulated monthly market variation
2019-10-01,X7,75703.17,71160.98,84787.56,1.0244,BMW official MSRP anchors + simulated monthly market variation
2019-11-01,X7,76104.42,71538.16,85236.95,1.02983,BMW official MSRP anchors + simulated monthly market variation
2019-12-01,X7,75855.67,71304.33,84958.35,1.02646,BMW official MSRP anchors + simulated monthly market variation
2020-01-01,X7,78203.89,73511.66,87588.36,1.05824,BMW official MSRP anchors + simulated monthly market variation
2020-02-01,X7,78664.14,73944.29,88103.83,1.06447,BMW official MSRP anchors + simulated monthly market variation
2020-03-01,X7,78862.57,74130.82,88326.08,1.06715,BMW official MSRP anchors + simulated monthly market variation
2020-04-01,X7,77826.03,73156.47,87165.16,1.05313,BMW official MSRP anchors + simulated monthly market variation
2020-05-01,X7,77913.99,73239.15,87263.67,1.05432,BMW official MSRP anchors + simulated monthly market variation
2020-06-01,X7,78266.32,73570.34,87658.28,1.05908,BMW official MSRP anchors + simulated monthly market variation
2020-07-01,X7,78154.16,73464.91,87532.66,1.05757,BMW official MSRP anchors + simulated monthly market variation
2020-08-01,X7,77407.76,72763.29,86696.69,1.04747,BMW official MSRP anchors + simulated monthly market variation
2020-09-01,X7,77898.19,73224.3,87245.98,1.0541,BMW official MSRP anchors + simulated monthly market variation
2020-10-01,X7,77945.18,73268.47,87298.6,1.05474,BMW official MSRP anchors + simulated monthly market variation
2020-11-01,X7,78194.64,73502.96,87578.0,1.05811,BMW official MSRP anchors + simulated monthly market variation
2020-12-01,X7,76658.1,72058.62,85857.07,1.03732,BMW official MSRP anchors + simulated monthly market variation
2021-01-01,X7,82585.04,77629.93,92495.24,1.08427,BMW official MSRP anchors + simulated monthly market variation
2021-02-01,X7,82436.89,77490.68,92329.32,1.08232,BMW official MSRP anchors + simulated monthly market variation
2021-03-01,X7,82097.13,77171.3,91948.79,1.07786,BMW official MSRP anchors + simulated monthly market variation
2021-04-01,X7,82530.84,77578.99,92434.55,1.08356,BMW official MSRP anchors + simulated monthly market variation
2021-05-01,X7,83102.47,78116.33,93074.77,1.09106,BMW official MSRP anchors + simulated monthly market variation
2021-06-01,X7,81959.91,77042.32,91795.1,1.07606,BMW official MSRP anchors + simulated monthly market variation
2021-07-01,X7,82924.27,77948.81,92875.18,1.08872,BMW official MSRP anchors + simulated monthly market variation
2021-08-01,X7,81884.15,76971.1,91710.24,1.07507,BMW official MSRP anchors + simulated monthly market variation
2021-09-01,X7,82289.82,77352.43,92164.6,1.08039,BMW official MSRP anchors + simulated monthly market variation
2021-10-01,X7,82179.68,77248.9,92041.24,1.07895,BMW official MSRP anchors + simulated monthly market variation
2021-11-01,X7,82731.52,77767.63,92659.31,1.08619,BMW official MSRP anchors + simulated monthly market variation
2021-12-01,X7,82325.28,77385.76,92204.31,1.08086,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,X7,85774.09,80627.65,96066.98,1.09359,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,X7,85331.32,80211.44,95571.08,1.08795,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,X7,85385.51,80262.38,95631.78,1.08864,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,X7,84166.82,79116.82,94266.84,1.0731,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,X7,84462.16,79394.43,94597.62,1.07687,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,X7,86200.42,81028.4,96544.47,1.09903,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,X7,84711.12,79628.45,94876.45,1.08004,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,X7,84146.2,79097.42,94243.74,1.07284,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,X7,85382.31,80259.37,95628.18,1.0886,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,X7,84494.58,79424.9,94633.93,1.07728,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,X7,84890.45,79797.02,95077.3,1.08233,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,X7,85666.42,80526.43,95946.39,1.09222,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,X7,85208.21,80095.72,95433.2,1.05586,BMW official MSRP anchors + simulated monthly market variation
2023-02-01,X7,86766.5,81560.51,97178.48,1.07517,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,X7,85757.49,80612.04,96048.39,1.06267,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,X7,85843.52,80692.91,96144.74,1.06374,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,X7,85734.48,80590.41,96022.62,1.06239,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,X7,86404.34,81220.08,96772.87,1.07069,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,X7,86157.02,80987.6,96495.86,1.06762,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,X7,87010.04,81789.44,97451.24,1.07819,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,X7,86268.95,81092.82,96621.23,1.06901,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,X7,86380.57,81197.74,96746.24,1.07039,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,X7,85130.27,80022.46,95345.91,1.0549,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,X7,86844.9,81634.2,97266.28,1.07614,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,X7,88623.24,83305.84,99258.03,1.06818,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,X7,88898.62,83564.7,99566.45,1.0715,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,X7,89385.41,84022.29,100111.66,1.07737,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,X7,88955.99,83618.63,99630.71,1.07219,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,X7,88823.19,83493.79,99481.97,1.07059,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,X7,88479.24,83170.49,99096.75,1.06644,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,X7,89656.34,84276.96,100415.1,1.08063,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,X7,88852.59,83521.43,99514.9,1.07094,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,X7,89642.22,84263.69,100399.29,1.08046,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,X7,89011.49,83670.8,99692.87,1.07286,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,X7,89990.07,84590.66,100788.87,1.08465,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,X7,89557.83,84184.36,100304.77,1.07944,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,X7,91916.07,86401.1,102945.99,1.07841,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,X7,91866.41,86354.43,102890.38,1.07782,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,X7,93099.57,87513.6,104271.52,1.09229,BMW official MSRP anchors + simulated monthly market variation
